created_at,id,location_id,pot_id,pm2p5,pm10,pm1SPS,pm2p5SPS,pm4SPS,pm10SPS,millisSpentMeasuring,millisSpentConnecting,millisSpentSending,voltage,notes,created_at,updated_at,humidity,temperature,firmware_version,rssi_dbm,consecutive_successful_measures,consecutive_failed_measures,temperature_sht,humidity_sht,semver,firmware_version_id,seconds_until_next_measure,anomaly,is_healthy
2020-11-06 17:15:19,1278828,479,1157,2,2.1,1.5899999999999999,2,2.07,2.1,11321,3091,,4.16,,2020-11-06 17:15:19,2020-11-06 17:15:19,0,0,,-52,30,0,-10.46,26.14,0.3.43,372,900,0,0
2020-11-06 17:30:19,1278898,479,1157,2,2.64,1.46,2,2.55,2.64,11321,3094,,4.17,,2020-11-06 17:30:19,2020-11-06 17:30:19,0,0,,-53,31,0,-10.64,26.54,0.3.43,372,900,0,0
2020-11-06 17:45:19,1278972,479,1157,2,1.77,1.67,2,1.77,1.77,11322,3114,,4.17,,2020-11-06 17:45:19,2020-11-06 17:45:19,0,0,,-53,32,0,-10.78,26.89,0.3.43,372,900,0,0
2020-11-06 18:00:18,1279050,479,1157,3,2.7199999999999998,2.57,3,2.7199999999999998,2.7199999999999998,11321,3165,,4.17,,2020-11-06 18:00:18,2020-11-06 18:00:18,0,0,,-53,33,0,-10.99,27.13,0.3.43,372,900,0,0
2020-11-06 18:15:18,1279128,479,1157,3,5.38,1.15,3,5.04,5.38,11321,3203,,4.16,,2020-11-06 18:15:18,2020-11-06 18:15:18,0,0,,-52,34,0,-11.03,27.27,0.3.43,372,900,0,0
2020-11-06 18:30:17,1279189,479,1157,1,1.32,0.91,1,1.29,1.32,11321,3068,,4.17,,2020-11-06 18:30:17,2020-11-06 18:30:17,0,0,,-53,35,0,-11.35,27.47,0.3.43,372,900,0,0
2020-11-06 18:45:16,1279261,479,1157,2,1.8599999999999999,1.76,2,1.8599999999999999,1.8599999999999999,11322,3159,,4.16,,2020-11-06 18:45:16,2020-11-06 18:45:16,0,0,,-53,36,0,-11.38,27.75,0.3.43,372,900,0,0
2020-11-06 19:00:17,1279352,479,1157,4,4.25,3.19,4,4.18,4.25,11321,3315,,4.16,,2020-11-06 19:00:17,2020-11-06 19:00:17,0,0,,-52,37,0,-11.38,27.79,0.3.43,372,900,0,0
2020-11-06 19:15:17,1279426,479,1157,3,3.56,3.36,3,3.56,3.56,11321,3055,,4.16,,2020-11-06 19:15:17,2020-11-06 19:15:17,0,0,,-52,38,0,-11.59,27.93,0.3.43,372,900,0,0
2020-11-06 19:30:16,1279501,479,1157,2,2.01,1.08,2,1.9300000000000002,2.01,11321,3147,,4.16,,2020-11-06 19:30:16,2020-11-06 19:30:16,0,0,,-53,39,0,-11.49,28.1,0.3.43,372,900,0,0
2020-11-06 19:45:19,1279581,479,1157,6,6.11,5.57,6,6.09,6.11,11321,3161,,4.16,,2020-11-06 19:45:19,2020-11-06 19:45:19,0,0,,-54,0,0,-12.76,27.51,0.3.43,372,900,0,0
2020-11-06 20:00:20,1279644,479,1157,3,4.33,2.49,3,4.19,4.33,11322,3056,,4.16,,2020-11-06 20:00:20,2020-11-06 20:00:20,0,0,,-54,1,0,-11.77,28.38,0.3.43,372,900,0,0
2020-11-06 20:15:21,1279788,479,1157,6,6.01,5.6899999999999995,6,6.01,6.01,11321,2891,,4.16,,2020-11-06 20:15:21,2020-11-06 20:15:21,0,0,,-54,2,0,-11.84,28.44,0.3.43,372,900,0,0
2020-11-06 20:30:17,1279849,479,1157,7,9.46,4.49,7,9.08,9.46,11321,3010,,4.16,,2020-11-06 20:30:17,2020-11-06 20:30:17,0,0,,-53,3,0,-11.95,28.56,0.3.43,372,900,0,0
2020-11-06 20:45:18,1279920,479,1157,10,12.76,6.68,10,12.29,12.76,11322,3080,,4.16,,2020-11-06 20:45:18,2020-11-06 20:45:18,0,0,,-53,4,0,-11.98,28.9,0.3.43,372,900,0,0
2020-11-06 21:00:17,1279989,479,1157,5,5.98,4.77,5,5.9,5.98,11321,3035,,4.15,,2020-11-06 21:00:17,2020-11-06 21:00:17,0,0,,-53,5,0,-12.05,28.9,0.3.43,372,900,0,0
2020-11-06 21:15:18,1280065,479,1157,5,4.65,4.4,5,4.65,4.65,11321,3072,,4.15,,2020-11-06 21:15:18,2020-11-06 21:15:18,0,0,,-53,6,0,-12.12,29.02,0.3.43,372,900,0,0
2020-11-06 21:30:19,1280142,479,1157,7,8.16,5.65,7,7.98,8.16,11322,5284,,4.14,,2020-11-06 21:30:19,2020-11-06 21:30:19,0,0,,-53,7,0,-12.12,29.08,0.3.43,372,900,0,0
2020-11-06 21:45:19,1280202,479,1157,5,4.78,4.52,5,4.78,4.78,11321,3027,,4.15,,2020-11-06 21:45:19,2020-11-06 21:45:19,0,0,,-53,8,0,-12.76,29.18,0.3.43,372,900,0,0
2020-11-06 22:00:16,1280265,479,1157,8,9.0,7.4,8,8.91,9.0,11321,3175,,4.15,,2020-11-06 22:00:16,2020-11-06 22:00:16,0,0,,-53,9,0,-12.76,29.3,0.3.43,372,900,0,0
2020-11-06 22:15:18,1280342,479,1157,8,9.28,7.43,8,9.16,9.28,11322,3960,,4.15,,2020-11-06 22:15:18,2020-11-06 22:15:18,0,0,,-53,10,0,-12.76,29.4,0.3.43,372,900,0,0
2020-11-06 22:30:16,1280408,479,1157,9,10.05,8.07,9,9.92,10.05,11321,3196,,4.15,,2020-11-06 22:30:16,2020-11-06 22:30:16,0,0,,-53,11,0,-12.76,29.4,0.3.43,372,900,0,0
2020-11-06 22:45:18,1280480,479,1157,4,3.95,3.74,4,3.95,3.95,11321,3091,,4.14,,2020-11-06 22:45:18,2020-11-06 22:45:18,0,0,,-53,12,0,-12.76,29.55,0.3.43,372,900,0,0
2020-11-06 23:00:16,1280540,479,1157,9,10.79,7.09,9,10.52,10.79,11322,3050,,4.14,,2020-11-06 23:00:16,2020-11-06 23:00:16,0,0,,-53,13,0,-12.76,29.65,0.3.43,372,900,0,0
2020-11-06 23:15:16,1280621,479,1157,7,7.35,6.07,7,7.28,7.35,11321,3015,,4.14,,2020-11-06 23:15:16,2020-11-06 23:15:16,0,0,,-53,14,0,-12.76,29.73,0.3.43,372,900,0,0
2020-11-06 23:30:16,1280693,479,1157,6,6.91,5.09,6,6.79,6.91,11321,3077,,4.14,,2020-11-06 23:30:16,2020-11-06 23:30:16,0,0,,-53,15,0,-12.76,29.73,0.3.43,372,900,0,0
2020-11-06 23:45:16,1280754,479,1157,8,9.36,6.48,8,9.15,9.36,11321,3153,,4.14,,2020-11-06 23:45:16,2020-11-06 23:45:16,0,0,,-53,16,0,-12.76,29.79,0.3.43,372,900,0,0
2020-11-07 00:00:17,1280823,479,1157,6,6.54,6.19,6,6.54,6.54,11321,3306,,4.14,,2020-11-07 00:00:17,2020-11-07 00:00:17,0,0,,-53,17,0,-12.76,29.87,0.3.43,372,900,0,0
2020-11-07 00:15:16,1280882,479,1157,6,5.76,5.44,6,5.76,5.76,11321,3108,,4.14,,2020-11-07 00:15:16,2020-11-07 00:15:16,0,0,,-53,18,0,-12.76,29.87,0.3.43,372,900,0,0
2020-11-07 00:30:16,1280927,479,1157,9,12.02,6.1,9,11.56,12.02,11321,2977,,4.14,,2020-11-07 00:30:16,2020-11-07 00:30:16,0,0,,-53,19,0,-12.76,29.95,0.3.43,372,900,0,0
2020-11-07 00:45:16,1280965,479,1157,5,4.86,4.6,5,4.86,4.86,11321,3113,,4.14,,2020-11-07 00:45:16,2020-11-07 00:45:16,0,0,,-53,20,0,-12.76,30.03,0.3.43,372,900,0,0
2020-11-07 01:00:15,1281012,479,1157,6,6.34,5.46,6,6.29,6.34,11321,3143,,4.14,,2020-11-07 01:00:15,2020-11-07 01:00:15,0,0,,-53,21,0,-12.76,30.05,0.3.43,372,900,0,0
2020-11-07 01:15:19,1281060,479,1157,6,6.53,6.17,6,6.53,6.53,11321,5626,,4.14,,2020-11-07 01:15:19,2020-11-07 01:15:19,0,0,,-53,22,0,-12.76,30.11,0.3.43,372,900,0,0
2020-11-07 01:30:15,1281091,479,1157,5,5.13,4.85,5,5.13,5.13,11321,3015,,4.13,,2020-11-07 01:30:15,2020-11-07 01:30:15,0,0,,-53,23,0,-12.79,30.09,0.3.43,372,900,0,0
2020-11-07 01:45:16,1281133,479,1157,7,8.13,6.82,7,8.05,8.13,11322,3081,,4.13,,2020-11-07 01:45:16,2020-11-07 01:45:16,0,0,,-53,24,0,-12.83,30.19,0.3.43,372,900,0,0
2020-11-07 02:00:19,1281214,479,1157,8,8.63,6.8100000000000005,8,8.51,8.63,11321,3968,,4.13,,2020-11-07 02:00:19,2020-11-07 02:00:19,0,0,,-53,25,0,-12.79,30.29,0.3.43,372,900,0,0
2020-11-07 02:15:16,1281265,479,1157,7,7.78,6.8100000000000005,7,7.73,7.78,11321,3118,,4.13,,2020-11-07 02:15:16,2020-11-07 02:15:16,0,0,,-53,26,0,-12.83,30.23,0.3.43,372,900,0,0
2020-11-07 02:30:16,1281329,479,1157,11,13.64,8.83,11,13.29,13.64,11322,3130,,4.13,,2020-11-07 02:30:16,2020-11-07 02:30:16,0,0,,-53,27,0,-12.9,30.33,0.3.43,372,900,0,0
2020-11-07 02:45:18,1281405,479,1157,4,4.12,3.89,4,4.12,4.12,11321,3134,,4.13,,2020-11-07 02:45:18,2020-11-07 02:45:18,0,0,,-53,28,0,-12.9,30.33,0.3.43,372,900,0,0
2020-11-07 03:00:16,1281470,479,1157,9,10.67,7.22,9,10.42,10.67,11321,3031,,4.13,,2020-11-07 03:00:16,2020-11-07 03:00:16,0,0,,-53,29,0,-12.93,30.39,0.3.43,372,900,0,0
2020-11-07 03:15:15,1281522,479,1157,8,8.07,7.63,8,8.07,8.07,11322,3110,,4.12,,2020-11-07 03:15:15,2020-11-07 03:15:15,0,0,,-54,30,0,-13.04,30.39,0.3.43,372,900,0,0
2020-11-07 03:30:15,1281589,479,1157,8,8.36,7.0,8,8.29,8.36,11321,3002,,4.12,,2020-11-07 03:30:15,2020-11-07 03:30:15,0,0,,-53,31,0,-13.04,30.45,0.3.43,372,900,0,0
2020-11-07 03:45:14,1281643,479,1157,6,6.24,5.6,6,6.22,6.24,11321,3074,,4.12,,2020-11-07 03:45:14,2020-11-07 03:45:14,0,0,,-53,32,0,-12.97,30.47,0.3.43,372,900,0,0
2020-11-07 04:00:15,1281713,479,1157,8,8.68,7.47,8,8.61,8.68,11322,3097,,4.12,,2020-11-07 04:00:15,2020-11-07 04:00:15,0,0,,-53,33,0,-13.11,30.51,0.3.43,372,900,0,0
2020-11-07 04:15:16,1281778,479,1157,8,11.36,4.33,8,10.8,11.36,11321,3107,,4.12,,2020-11-07 04:15:16,2020-11-07 04:15:16,0,0,,-53,34,0,-12.93,30.57,0.3.43,372,900,0,0
2020-11-07 04:30:15,1281847,479,1157,10,11.85,8.05,10,11.58,11.85,11321,3719,,4.12,,2020-11-07 04:30:15,2020-11-07 04:30:15,0,0,,-53,35,0,-13.11,30.59,0.3.43,372,900,0,0
2020-11-07 04:45:15,1281903,479,1157,8,8.72,8.25,8,8.72,8.72,11322,3233,,4.12,,2020-11-07 04:45:15,2020-11-07 04:45:15,0,0,,-53,36,0,-13.25,30.51,0.3.43,372,900,0,0
2020-11-07 05:00:15,1281971,479,1157,6,6.64,6.28,6,6.64,6.64,11321,3047,,4.12,,2020-11-07 05:00:15,2020-11-07 05:00:15,0,0,,-54,37,0,-13.18,30.57,0.3.43,372,900,0,0
2020-11-07 05:15:15,1282026,479,1157,6,6.23,5.89,6,6.23,6.23,11321,3085,,4.12,,2020-11-07 05:15:15,2020-11-07 05:15:15,0,0,,-53,38,0,-13.18,30.63,0.3.43,372,900,0,0
2020-11-07 05:30:15,1282098,479,1157,6,6.96,5.25,6,6.84,6.96,11321,3102,,4.12,,2020-11-07 05:30:15,2020-11-07 05:30:15,0,0,,-54,39,0,-13.25,30.67,0.3.43,372,900,0,0
2020-11-07 05:45:18,1282172,479,1157,6,6.05,5.17,6,6.0,6.05,11321,3170,,4.12,,2020-11-07 05:45:18,2020-11-07 05:45:18,0,0,,-55,0,0,-14.2,30.03,0.3.43,372,900,0,0
2020-11-07 06:00:19,1282247,479,1157,4,4.36,3.65,4,4.32,4.36,11322,2863,,4.12,,2020-11-07 06:00:19,2020-11-07 06:00:19,0,0,,-54,1,0,-13.25,30.67,0.3.43,372,900,0,0
2020-11-07 06:15:18,1282315,479,1157,5,5.13,4.85,5,5.13,5.13,11321,2915,,4.11,,2020-11-07 06:15:18,2020-11-07 06:15:18,0,0,,-53,2,0,-13.25,30.67,0.3.43,372,900,0,0
2020-11-07 06:30:18,1282379,479,1157,7,6.91,6.54,7,6.91,6.91,11321,3266,,4.11,,2020-11-07 06:30:18,2020-11-07 06:30:18,0,0,,-54,3,0,-13.29,30.73,0.3.43,372,900,0,0
2020-11-07 06:45:20,1282450,479,1157,5,5.78,4.45,5,5.6899999999999995,5.78,11321,3026,,4.11,,2020-11-07 06:45:20,2020-11-07 06:45:20,0,0,,-54,4,0,-13.29,30.79,0.3.43,372,900,0,0
2020-11-07 07:00:19,1282528,479,1157,10,10.81,8.68,10,10.68,10.81,11321,3143,,4.11,,2020-11-07 07:00:19,2020-11-07 07:00:19,0,0,,-54,5,0,-13.29,30.79,0.3.43,372,900,0,0
2020-11-07 07:15:18,1282603,479,1157,5,6.1,4.67,5,6.01,6.1,11321,3196,,4.11,,2020-11-07 07:15:18,2020-11-07 07:15:18,0,0,,-53,6,0,-13.29,30.84,0.3.43,372,900,0,0
2020-11-07 07:30:19,1282679,479,1157,5,5.14,4.86,5,5.14,5.14,11321,3138,,4.11,,2020-11-07 07:30:19,2020-11-07 07:30:19,0,0,,-54,7,0,-13.29,30.79,0.3.43,372,900,0,0
2020-11-07 07:45:18,1282746,479,1157,6,5.66,5.35,6,5.66,5.66,11322,3268,,4.11,,2020-11-07 07:45:18,2020-11-07 07:45:18,0,0,,-53,8,0,-13.11,30.88,0.3.43,372,900,0,0
2020-11-07 08:00:20,1282817,479,1157,5,5.74,4.96,5,5.6899999999999995,5.74,11321,3103,,4.11,,2020-11-07 08:00:20,2020-11-07 08:00:20,0,0,,-53,9,0,-13.04,30.73,0.3.43,372,900,0,0
2020-11-07 08:15:19,1282876,479,1157,6,7.38,5.22,6,7.23,7.38,11321,3050,,4.11,,2020-11-07 08:15:19,2020-11-07 08:15:19,0,0,,-53,10,0,-12.83,30.65,0.3.43,372,900,0,0
2020-11-07 08:30:19,1282942,479,1157,4,3.96,3.75,4,3.96,3.96,11321,2992,,4.11,,2020-11-07 08:30:19,2020-11-07 08:30:19,0,0,,-53,11,0,-12.76,30.55,0.3.43,372,900,0,0
2020-11-07 08:45:21,1283012,479,1157,9,9.41,8.9,9,9.41,9.41,11322,3042,,4.11,,2020-11-07 08:45:21,2020-11-07 08:45:21,0,0,,-53,12,0,-12.12,30.41,0.3.43,372,900,0,0
2020-11-07 09:00:21,1283081,479,1157,3,3.71,2.86,3,3.66,3.71,11321,3349,,4.11,,2020-11-07 09:00:21,2020-11-07 09:00:21,0,0,,-52,13,0,-11.84,30.23,0.3.43,372,900,0,0
2020-11-07 09:15:22,1283141,479,1157,5,5.17,4.48,5,5.13,5.17,11321,2983,,4.12,,2020-11-07 09:15:22,2020-11-07 09:15:22,0,0,,-52,14,0,-11.42,30.05,0.3.43,372,900,0,0
2020-11-07 09:30:25,1283217,479,1157,5,5.28,4.04,5,5.19,5.28,11321,4157,,4.13,,2020-11-07 09:30:25,2020-11-07 09:30:25,0,0,,-52,15,0,-10.78,29.75,0.3.43,372,900,0,0
2020-11-07 09:45:27,1283279,479,1157,4,4.76,3.94,4,4.71,4.76,11322,3160,,4.13,,2020-11-07 09:45:27,2020-11-07 09:45:27,0,0,,-53,16,0,-10.46,29.18,0.3.43,372,900,0,0
2020-11-07 10:00:27,1283345,479,1157,4,4.15,3.25,4,4.09,4.15,11321,3076,,4.14,,2020-11-07 10:00:27,2020-11-07 10:00:27,0,0,,-53,17,0,-9.83,28.62,0.3.43,372,900,0,0
2020-11-07 10:15:27,1283407,479,1157,9,8.85,8.37,9,8.85,8.85,11321,3049,,4.14,,2020-11-07 10:15:27,2020-11-07 10:15:27,0,0,,-52,18,0,-9.34,27.97,0.3.43,372,900,0,0
2020-11-07 10:30:29,1283478,479,1157,4,4.32,4.09,4,4.32,4.32,11321,2981,,4.15,,2020-11-07 10:30:29,2020-11-07 10:30:29,0,0,,-53,19,0,-8.77,27.41,0.3.43,372,900,0,0
2020-11-07 10:45:30,1283538,479,1157,4,4.49,4.24,4,4.49,4.49,11321,2975,,4.16,,2020-11-07 10:45:30,2020-11-07 10:45:30,0,0,,-53,20,0,-8.24,26.83,0.3.43,372,900,0,0
2020-11-07 11:00:32,1283611,479,1157,5,5.58,4.52,5,5.52,5.58,11322,3629,,4.17,,2020-11-07 11:00:32,2020-11-07 11:00:32,0,0,,-53,21,0,-7.71,26.24,0.3.43,372,900,0,0
2020-11-07 11:15:33,1283679,479,1157,5,5.89,4.9,5,5.83,5.89,11321,3003,,4.17,,2020-11-07 11:15:33,2020-11-07 11:15:33,0,0,,-52,22,0,-7.4,25.8,0.3.43,372,900,0,0
2020-11-07 11:30:33,1283753,479,1157,4,4.53,4.28,4,4.53,4.53,11321,3041,,4.17,,2020-11-07 11:30:33,2020-11-07 11:30:33,0,0,,-53,23,0,-7.08,25.27,0.3.43,372,900,0,0
2020-11-07 11:45:33,1283813,479,1157,3,3.76,2.86,3,3.7,3.76,11321,3087,,4.17,,2020-11-07 11:45:33,2020-11-07 11:45:33,0,0,,-52,24,0,-7.33,25.21,0.3.43,372,900,0,0
2020-11-07 12:00:33,1283888,479,1157,6,6.1,5.77,6,6.1,6.1,11321,3091,,4.17,,2020-11-07 12:00:33,2020-11-07 12:00:33,0,0,,-53,25,0,-7.47,25.21,0.3.43,372,900,0,0
2020-11-07 12:15:34,1283954,479,1157,7,7.84,6.46,7,7.76,7.84,11321,2992,,4.18,,2020-11-07 12:15:34,2020-11-07 12:15:34,0,0,,-53,26,0,-6.9,24.85,0.3.43,372,900,0,0
2020-11-07 12:30:35,1284026,479,1157,3,3.05,2.88,3,3.05,3.05,11322,3343,,4.19,,2020-11-07 12:30:35,2020-11-07 12:30:35,0,0,,-52,27,0,-6.37,24.45,0.3.43,372,900,0,0
2020-11-07 12:45:36,1284091,479,1157,5,6.01,4.24,5,5.89,6.01,11322,3074,,4.19,,2020-11-07 12:45:36,2020-11-07 12:45:36,0,0,,-53,28,0,-5.88,23.95,0.3.43,372,900,0,0
2020-11-07 13:00:38,1284166,479,1157,7,8.31,4.66,7,8.04,8.31,11321,3192,,4.19,,2020-11-07 13:00:38,2020-11-07 13:00:38,0,0,,-52,29,0,-5.46,23.54,0.3.43,372,900,0,0
2020-11-07 13:15:38,1284238,479,1157,4,5.33,2.98,4,5.16,5.33,11321,3191,,4.19,,2020-11-07 13:15:38,2020-11-07 13:15:38,0,0,,-53,30,0,-5.35,23.22,0.3.43,372,900,0,0
2020-11-07 13:30:38,1284310,479,1157,7,6.75,6.38,7,6.75,6.75,11321,3028,,4.2,,2020-11-07 13:30:38,2020-11-07 13:30:38,0,0,,-52,31,0,-5.11,22.9,0.3.43,372,900,0,0
2020-11-07 13:45:39,1284379,479,1157,3,3.06,2.89,3,3.06,3.06,11321,3023,,4.19,,2020-11-07 13:45:39,2020-11-07 13:45:39,0,0,,-52,32,0,-5.04,22.68,0.3.43,372,900,0,0
2020-11-07 14:00:39,1284450,479,1157,5,4.91,4.65,5,4.91,4.91,11321,3416,,4.19,,2020-11-07 14:00:39,2020-11-07 14:00:39,0,0,,-52,33,0,-5.39,22.64,0.3.43,372,900,0,0
2020-11-07 14:15:38,1284516,479,1157,5,5.59,4.22,5,5.5,5.59,11322,3126,,4.2,,2020-11-07 14:15:38,2020-11-07 14:15:38,0,0,,-52,34,0,-5.63,22.64,0.3.43,372,900,0,0
2020-11-07 14:30:38,1284593,479,1157,4,3.96,3.74,4,3.96,3.96,11321,3038,,4.2,,2020-11-07 14:30:38,2020-11-07 14:30:38,0,0,,-53,35,0,-5.56,22.64,0.3.43,372,900,0,0
2020-11-07 14:45:38,1284657,479,1157,6,7.61,4.97,6,7.42,7.61,11321,3069,,4.2,,2020-11-07 14:45:38,2020-11-07 14:45:38,0,0,,-53,36,0,-5.39,22.31,0.3.43,372,900,0,0
2020-11-07 15:00:38,1284732,479,1157,4,4.76,3.6,4,4.6899999999999995,4.76,11321,3159,,4.2,,2020-11-07 15:00:38,2020-11-07 15:00:38,0,0,,-52,37,0,-5.21,22.19,0.3.43,372,900,0,0
2020-11-07 15:15:39,1284801,479,1157,7,7.28,5.75,7,7.18,7.28,11321,3108,,4.2,,2020-11-07 15:15:39,2020-11-07 15:15:39,0,0,,-53,38,0,-5.28,22.03,0.3.43,372,900,0,0
2020-11-07 15:30:38,1284868,479,1157,4,4.6899999999999995,3.27,4,4.59,4.6899999999999995,11321,3104,,4.19,,2020-11-07 15:30:38,2020-11-07 15:30:38,0,0,,-53,39,0,-5.6,22.03,0.3.43,372,900,0,0
2020-11-07 15:45:40,1284944,479,1157,5,4.79,4.53,5,4.79,4.79,11321,3051,,4.19,,2020-11-07 15:45:40,2020-11-07 15:45:40,0,0,,-53,0,0,-7.01,21.65,0.3.43,372,900,0,0
2020-11-07 16:00:18,1284973,479,1157,3,2.9,2.74,3,2.9,2.9,11322,2872,,4.18,,2020-11-07 16:00:18,2020-11-07 16:00:18,0,0,,-52,1,0,-6.55,22.66,0.3.43,372,900,0,0
2020-11-07 16:15:15,1285047,479,1157,8,7.75,7.33,8,7.75,7.75,11322,2936,,4.18,,2020-11-07 16:15:15,2020-11-07 16:15:15,0,0,,-53,2,0,-7.33,23.3,0.3.43,372,900,0,0
2020-11-07 16:30:15,1285113,479,1157,8,7.7,7.28,8,7.7,7.7,11321,3028,,4.17,,2020-11-07 16:30:15,2020-11-07 16:30:15,0,0,,-52,3,0,-8.1,23.99,0.3.43,372,900,0,0
2020-11-07 16:45:11,1285186,479,1157,9,10.6,7.64,9,10.4,10.6,11321,3023,,4.18,,2020-11-07 16:45:11,2020-11-07 16:45:11,0,0,,-53,4,0,-8.77,24.57,0.3.43,372,900,0,0
2020-11-07 17:00:12,1285256,479,1157,4,4.7,3.7800000000000002,4,4.64,4.7,11321,3037,,4.17,,2020-11-07 17:00:12,2020-11-07 17:00:12,0,0,,-53,5,0,-9.09,25.09,0.3.43,372,900,0,0
2020-11-07 17:15:09,1285337,479,1157,7,7.28,6.89,7,7.28,7.28,11322,3176,,4.17,,2020-11-07 17:15:09,2020-11-07 17:15:09,0,0,,-53,6,0,-9.44,25.44,0.3.43,372,900,0,0
2020-11-07 17:30:09,1285406,479,1157,6,6.93,5.2,6,6.8100000000000005,6.93,11321,3000,,4.17,,2020-11-07 17:30:09,2020-11-07 17:30:09,0,0,,-53,7,0,-9.9,25.66,0.3.43,372,900,0,0
2020-11-07 17:45:08,1285482,479,1157,4,4.38,3.52,4,4.32,4.38,11321,3047,,4.17,,2020-11-07 17:45:08,2020-11-07 17:45:08,0,0,,-53,8,0,-10.11,25.98,0.3.43,372,900,0,0
2020-11-07 18:00:10,1285554,479,1157,5,4.82,4.5600000000000005,5,4.82,4.82,11321,3250,,4.17,,2020-11-07 18:00:10,2020-11-07 18:00:10,0,0,,-53,9,0,-10.25,26.28,0.3.43,372,900,0,0
2020-11-07 18:15:07,1285627,479,1157,4,4.5600000000000005,4.31,4,4.5600000000000005,4.5600000000000005,11322,3012,,4.17,,2020-11-07 18:15:07,2020-11-07 18:15:07,0,0,,-53,10,0,-10.5,26.44,0.3.43,372,900,0,0
2020-11-07 18:30:06,1285693,479,1157,4,4.72,3.92,4,4.68,4.72,11321,3029,,4.17,,2020-11-07 18:30:06,2020-11-07 18:30:06,0,0,,-53,11,0,-10.78,26.6,0.3.43,372,900,0,0
2020-11-07 18:45:05,1285766,479,1157,7,6.99,6.61,7,6.99,6.99,11321,3288,,4.17,,2020-11-07 18:45:05,2020-11-07 18:45:05,0,0,,-52,12,0,-10.85,26.87,0.3.43,372,900,0,0
2020-11-07 19:00:06,1285835,479,1157,6,6.36,5.25,6,6.3,6.36,11321,3047,,4.17,,2020-11-07 19:00:06,2020-11-07 19:00:06,0,0,,-53,13,0,-10.99,27.15,0.3.43,372,900,0,0
2020-11-07 19:15:05,1285911,479,1157,8,9.3,6.5600000000000005,8,9.11,9.3,11321,3048,,4.16,,2020-11-07 19:15:05,2020-11-07 19:15:05,0,0,,-53,14,0,-11.13,27.33,0.3.43,372,900,0,0
2020-11-07 19:30:04,1285980,479,1157,8,10.55,5.84,8,10.19,10.55,11321,3111,,4.16,,2020-11-07 19:30:04,2020-11-07 19:30:04,0,0,,-53,15,0,-11.21,27.57,0.3.43,372,900,0,0
2020-11-07 19:45:05,1286060,479,1157,7,7.21,6.82,7,7.21,7.21,11321,3459,,4.16,,2020-11-07 19:45:05,2020-11-07 19:45:05,0,0,,-53,16,0,-11.28,27.79,0.3.43,372,900,0,0
2020-11-07 20:00:04,1286128,479,1157,6,6.66,5.82,6,6.62,6.66,11321,2971,,4.16,,2020-11-07 20:00:04,2020-11-07 20:00:04,0,0,,-53,17,0,-11.35,27.97,0.3.43,372,900,0,0
2020-11-07 20:15:03,1286202,479,1157,5,5.43,4.07,5,5.34,5.43,11322,3214,,4.16,,2020-11-07 20:15:03,2020-11-07 20:15:03,0,0,,-53,18,0,-11.49,28.08,0.3.43,372,900,0,0
2020-11-07 20:30:05,1286271,479,1157,9,8.93,8.44,9,8.93,8.93,11321,3050,,4.16,,2020-11-07 20:30:05,2020-11-07 20:30:05,0,0,,-53,19,0,-11.59,28.24,0.3.43,372,900,0,0
2020-11-07 20:45:03,1286342,479,1157,6,6.37,6.02,6,6.37,6.37,11321,3136,,4.15,,2020-11-07 20:45:03,2020-11-07 20:45:03,0,0,,-53,20,0,-11.66,28.36,0.3.43,372,900,0,0
2020-11-07 21:00:03,1286412,479,1157,8,8.03,7.59,8,8.03,8.03,11322,3105,,4.16,,2020-11-07 21:00:03,2020-11-07 21:00:03,0,0,,-53,21,0,-11.73,28.54,0.3.43,372,900,0,0
2020-11-07 21:15:03,1286486,479,1157,11,12.49,9.77,11,12.31,12.49,11321,3060,,4.15,,2020-11-07 21:15:03,2020-11-07 21:15:03,0,0,,-53,22,0,-11.91,28.64,0.3.43,372,900,0,0
2020-11-07 21:30:03,1286552,479,1157,7,8.86,6.06,7,8.65,8.86,11321,3064,,4.15,,2020-11-07 21:30:03,2020-11-07 21:30:03,0,0,,-53,23,0,-11.91,28.96,0.3.43,372,900,0,0
2020-11-07 21:45:03,1286627,479,1157,9,9.69,7.61,9,9.56,9.69,11321,3460,,4.15,,2020-11-07 21:45:03,2020-11-07 21:45:03,0,0,,-53,24,0,-11.91,29.06,0.3.43,372,900,0,0
2020-11-07 22:00:02,1286698,479,1157,13,15.37,10.12,13,14.99,15.37,11321,3038,,4.15,,2020-11-07 22:00:02,2020-11-07 22:00:02,0,0,,-53,25,0,-12.09,29.08,0.3.43,372,900,0,0
2020-11-07 22:15:02,1286781,479,1157,9,9.66,9.13,9,9.66,9.66,11321,3076,,4.15,,2020-11-07 22:15:02,2020-11-07 22:15:02,0,0,,-53,26,0,-12.12,29.18,0.3.43,372,900,0,0
2020-11-07 22:30:03,1286848,479,1157,10,10.63,8.93,10,10.54,10.63,11321,3356,,4.15,,2020-11-07 22:30:03,2020-11-07 22:30:03,0,0,,-53,27,0,-12.12,29.32,0.3.43,372,900,0,0
2020-11-07 22:45:01,1286923,479,1157,8,9.42,5.99,8,9.17,9.42,11322,3234,,4.15,,2020-11-07 22:45:01,2020-11-07 22:45:01,0,0,,-54,28,0,-12.76,29.4,0.3.43,372,900,0,0
