created_at,id,location_id,pot_id,pm2p5,pm10,pm1SPS,pm2p5SPS,pm4SPS,pm10SPS,millisSpentMeasuring,millisSpentConnecting,millisSpentSending,voltage,notes,created_at,updated_at,humidity,temperature,firmware_version,rssi_dbm,consecutive_successful_measures,consecutive_failed_measures,temperature_sht,humidity_sht,semver,firmware_version_id,seconds_until_next_measure,anomaly,is_healthy
2020-11-05 13:45:24,1270786,479,1157,2,2.41,2.2800000000000002,2,2.41,2.41,11321,2985,,4.1,,2020-11-05 13:45:24,2020-11-05 13:45:24,0,0,,-52,0,0,-12.97,32.69,0.3.43,372,900,0,0
2020-11-05 14:00:19,1270837,479,1157,3,4.6899999999999995,2.29,3,4.51,4.6899999999999995,11322,2897,,4.11,,2020-11-05 14:00:19,2020-11-05 14:00:19,0,0,,-52,1,0,-11.56,33.05,0.3.43,372,900,0,0
2020-11-05 14:15:19,1270909,479,1157,3,5.43,1.26,3,5.09,5.43,11321,3012,,4.11,,2020-11-05 14:15:19,2020-11-05 14:15:19,0,0,,-52,2,0,-11.38,32.85,0.3.43,372,900,0,0
2020-11-05 14:30:18,1270983,479,1157,3,4.0,2.37,3,3.87,4.0,11321,3059,,4.12,,2020-11-05 14:30:18,2020-11-05 14:30:18,0,0,,-53,3,0,-11.56,32.59,0.3.43,372,900,0,0
2020-11-05 14:45:19,1271056,479,1157,3,3.85,1.45,3,3.66,3.85,11322,2993,,4.12,,2020-11-05 14:45:19,2020-11-05 14:45:19,0,0,,-52,4,0,-11.35,32.45,0.3.43,372,900,0,0
2020-11-05 15:00:20,1271128,479,1157,2,2.51,2.37,2,2.51,2.51,11321,3128,,4.12,,2020-11-05 15:00:20,2020-11-05 15:00:20,0,0,,-51,5,0,-11.38,32.41,0.3.43,372,900,0,0
2020-11-05 15:15:19,1271205,479,1157,2,1.85,1.75,2,1.85,1.85,11321,3052,,4.12,,2020-11-05 15:15:19,2020-11-05 15:15:19,0,0,,-53,6,0,-11.63,32.51,0.3.43,372,900,0,0
2020-11-05 15:30:18,1271270,479,1157,3,4.82,1.15,3,4.52,4.82,11322,3093,,4.12,,2020-11-05 15:30:18,2020-11-05 15:30:18,0,0,,-51,7,0,-11.8,32.71,0.3.43,372,900,0,0
2020-11-05 15:45:21,1271346,479,1157,2,2.42,2.29,2,2.42,2.42,11321,3001,,4.12,,2020-11-05 15:45:21,2020-11-05 15:45:21,0,0,,-51,8,0,-12.12,32.93,0.3.43,372,900,0,0
2020-11-05 16:00:18,1271407,479,1157,3,4.03,2.35,3,3.9,4.03,11321,3137,,4.12,,2020-11-05 16:00:18,2020-11-05 16:00:18,0,0,,-52,9,0,-12.05,33.15,0.3.43,372,900,0,0
2020-11-05 16:15:18,1271478,479,1157,1,2.01,0.86,1,1.92,2.01,11322,2924,,4.12,,2020-11-05 16:15:18,2020-11-05 16:15:18,0,0,,-52,10,0,-12.76,33.25,0.3.43,372,900,0,0
2020-11-05 16:30:18,1271546,479,1157,3,4.7,1.42,3,4.44,4.7,11321,3149,,4.11,,2020-11-05 16:30:18,2020-11-05 16:30:18,0,0,,-52,11,0,-12.76,33.51,0.3.43,372,900,0,0
2020-11-05 16:45:17,1271613,479,1157,2,1.96,1.8599999999999999,2,1.96,1.96,11321,3104,,4.11,,2020-11-05 16:45:17,2020-11-05 16:45:17,0,0,,-52,12,0,-12.76,33.6,0.3.43,372,900,0,0
2020-11-05 17:00:20,1271696,479,1157,1,1.99,0.98,1,1.92,1.99,11322,3348,,4.11,,2020-11-05 17:00:20,2020-11-05 17:00:20,0,0,,-52,13,0,-12.76,33.7,0.3.43,372,900,0,0
2020-11-05 17:15:16,1271751,479,1157,3,3.48,3.29,3,3.48,3.48,11321,3032,,4.11,,2020-11-05 17:15:16,2020-11-05 17:15:16,0,0,,-51,14,0,-12.76,33.8,0.3.43,372,900,0,0
2020-11-05 17:30:18,1271825,479,1157,4,6.05,2.39,4,5.76,6.05,11321,4072,,4.11,,2020-11-05 17:30:18,2020-11-05 17:30:18,0,0,,-51,15,0,-12.76,33.9,0.3.43,372,900,0,0
2020-11-05 17:45:17,1271896,479,1157,3,3.42,3.24,3,3.42,3.42,11322,4351,,4.1,,2020-11-05 17:45:17,2020-11-05 17:45:17,0,0,,-53,16,0,-12.76,33.92,0.3.43,372,900,0,0
2020-11-05 18:00:19,1271986,479,1157,7,9.21,5.21,7,8.91,9.21,11321,3167,,4.1,,2020-11-05 18:00:19,2020-11-05 18:00:19,0,0,,-50,17,0,-12.76,33.98,0.3.43,372,900,0,0
2020-11-05 18:15:19,1272060,479,1157,4,4.32,4.08,4,4.32,4.32,11321,3230,,4.11,,2020-11-05 18:15:19,2020-11-05 18:15:19,0,0,,-52,18,0,-12.76,33.98,0.3.43,372,900,0,0
2020-11-05 18:30:19,1272135,479,1157,5,5.04,4.77,5,5.04,5.04,11322,2997,,4.1,,2020-11-05 18:30:19,2020-11-05 18:30:19,0,0,,-52,19,0,-12.76,33.98,0.3.43,372,900,0,0
2020-11-05 18:30:22,1272146,479,1157,5,5.04,4.77,5,5.04,5.04,11322,2997,,4.1,,2020-11-05 18:30:22,2020-11-05 18:30:22,0,0,,-53,19,0,-12.76,33.98,0.3.43,372,900,0,0
2020-11-05 18:45:16,1272192,479,1157,4,4.32,4.08,4,4.32,4.32,11321,2986,,4.1,,2020-11-05 18:45:16,2020-11-05 18:45:16,0,0,,-52,20,0,-12.76,34.04,0.3.43,372,900,0,0
2020-11-05 19:00:17,1272269,479,1157,3,4.38,2.57,3,4.24,4.38,11321,3138,,4.1,,2020-11-05 19:00:17,2020-11-05 19:00:17,0,0,,-51,21,0,-12.76,34.02,0.3.43,372,900,0,0
2020-11-05 19:15:16,1272338,479,1157,4,5.68,2.23,4,5.4,5.68,11322,3035,,4.1,,2020-11-05 19:15:16,2020-11-05 19:15:16,0,0,,-51,22,0,-12.76,33.96,0.3.43,372,900,0,0
2020-11-05 19:30:17,1272415,479,1157,3,2.7800000000000002,2.63,3,2.7800000000000002,2.7800000000000002,11321,3934,,4.1,,2020-11-05 19:30:17,2020-11-05 19:30:17,0,0,,-52,23,0,-12.76,34.04,0.3.43,372,900,0,0
2020-11-05 19:45:18,1272488,479,1157,4,4.84,4.0,4,4.79,4.84,11321,3217,,4.1,,2020-11-05 19:45:18,2020-11-05 19:45:18,0,0,,-52,24,0,-12.76,33.94,0.3.43,372,900,0,0
2020-11-05 20:00:17,1272581,479,1157,3,3.12,2.95,3,3.12,3.12,11322,3106,,4.1,,2020-11-05 20:00:17,2020-11-05 20:00:17,0,0,,-52,25,0,-12.76,34.06,0.3.43,372,900,0,0
2020-11-05 20:15:17,1272646,479,1157,3,3.24,2.75,3,3.22,3.24,11321,2986,,4.1,,2020-11-05 20:15:17,2020-11-05 20:15:17,0,0,,-53,26,0,-12.76,34.02,0.3.43,372,900,0,0
2020-11-05 20:30:16,1272718,479,1157,5,6.16,3.93,5,6.0,6.16,11321,3041,,4.09,,2020-11-05 20:30:16,2020-11-05 20:30:16,0,0,,-52,27,0,-12.76,34.02,0.3.43,372,900,0,0
2020-11-05 20:45:16,1272783,479,1157,5,5.45,5.16,5,5.45,5.45,11321,2969,,4.09,,2020-11-05 20:45:16,2020-11-05 20:45:16,0,0,,-52,28,0,-12.76,34.1,0.3.43,372,900,0,0
2020-11-05 21:00:16,1272859,479,1157,10,10.03,9.49,10,10.03,10.03,11321,3166,,4.09,,2020-11-05 21:00:16,2020-11-05 21:00:16,0,0,,-52,29,0,-12.76,34.04,0.3.43,372,900,0,0
2020-11-05 21:15:16,1272924,479,1157,7,8.3,5.54,7,8.1,8.3,11321,3099,,4.09,,2020-11-05 21:15:16,2020-11-05 21:15:16,0,0,,-52,30,0,-12.76,34.1,0.3.43,372,900,0,0
2020-11-05 21:30:15,1272996,479,1157,3,3.15,2.98,3,3.15,3.15,11321,3056,,4.09,,2020-11-05 21:30:15,2020-11-05 21:30:15,0,0,,-52,31,0,-12.9,34.14,0.3.43,372,900,0,0
2020-11-05 21:45:19,1273073,479,1157,5,5.9,3.34,5,5.7,5.9,11321,2998,,4.09,,2020-11-05 21:45:19,2020-11-05 21:45:19,0,0,,-53,32,0,-12.83,34.18,0.3.43,372,900,0,0
2020-11-05 22:00:16,1273133,479,1157,7,7.76,7.34,7,7.76,7.76,11321,3315,,4.09,,2020-11-05 22:00:16,2020-11-05 22:00:16,0,0,,-52,33,0,-12.9,34.16,0.3.43,372,900,0,0
2020-11-05 22:15:15,1273192,479,1157,3,4.02,2.9699999999999998,3,3.95,4.02,11321,3077,,4.09,,2020-11-05 22:15:15,2020-11-05 22:15:15,0,0,,-53,34,0,-12.97,34.12,0.3.43,372,900,0,0
2020-11-05 22:30:15,1273273,479,1157,4,4.51,3.66,4,4.45,4.51,11321,3089,,4.09,,2020-11-05 22:30:15,2020-11-05 22:30:15,0,0,,-53,35,0,-12.97,34.18,0.3.43,372,900,0,0
2020-11-05 22:45:15,1273335,479,1157,5,6.08,3.86,5,5.92,6.08,11321,3144,,4.08,,2020-11-05 22:45:15,2020-11-05 22:45:15,0,0,,-52,36,0,-12.9,34.2,0.3.43,372,900,0,0
2020-11-05 23:00:17,1273418,479,1157,8,8.0,7.21,8,7.97,8.0,11321,3156,,4.08,,2020-11-05 23:00:17,2020-11-05 23:00:17,0,0,,-52,37,0,-12.97,34.18,0.3.43,372,900,0,0
2020-11-05 23:15:17,1273489,479,1157,7,9.14,5.87,7,8.9,9.14,11321,3090,,4.08,,2020-11-05 23:15:17,2020-11-05 23:15:17,0,0,,-52,38,0,-13.07,34.24,0.3.43,372,900,0,0
2020-11-05 23:30:15,1273552,479,1157,6,6.84,4.97,6,6.71,6.84,11321,3131,,4.08,,2020-11-05 23:30:15,2020-11-05 23:30:15,0,0,,-52,39,0,-13.11,34.14,0.3.43,372,900,0,0
2020-11-05 23:45:19,1273628,479,1157,6,5.72,5.41,6,5.72,5.72,11321,2998,,4.08,,2020-11-05 23:45:19,2020-11-05 23:45:19,0,0,,-54,0,0,-14.1,33.47,0.3.43,372,900,0,0
2020-11-06 00:00:18,1273693,479,1157,7,7.67,6.39,7,7.59,7.67,11322,2970,,4.08,,2020-11-06 00:00:18,2020-11-06 00:00:18,0,0,,-53,1,0,-13.11,34.22,0.3.43,372,900,0,0
2020-11-06 00:15:18,1273764,479,1157,4,5.02,3.7199999999999998,4,4.93,5.02,11321,3225,,4.08,,2020-11-06 00:15:18,2020-11-06 00:15:18,0,0,,-52,2,0,-13.18,34.22,0.3.43,372,900,0,0
2020-11-06 00:30:19,1273806,479,1157,6,7.03,6.06,6,6.98,7.03,11321,3020,,4.08,,2020-11-06 00:30:19,2020-11-06 00:30:19,0,0,,-52,3,0,-13.11,34.26,0.3.43,372,900,0,0
2020-11-06 00:45:18,1273840,479,1157,7,7.09,6.17,7,7.04,7.09,11322,3002,,4.08,,2020-11-06 00:45:18,2020-11-06 00:45:18,0,0,,-53,4,0,-13.18,34.24,0.3.43,372,900,0,0
2020-11-06 01:00:19,1273886,479,1157,7,8.8,5.76,7,8.58,8.8,11321,3152,,4.08,,2020-11-06 01:00:19,2020-11-06 01:00:19,0,0,,-52,5,0,-13.14,34.24,0.3.43,372,900,0,0
2020-11-06 01:15:19,1273922,479,1157,8,9.63,6.53,8,9.41,9.63,11321,3139,,4.08,,2020-11-06 01:15:19,2020-11-06 01:15:19,0,0,,-52,6,0,-13.25,34.28,0.3.43,372,900,0,0
2020-11-06 01:30:17,1273959,479,1157,8,7.79,7.37,8,7.79,7.79,11322,2983,,4.08,,2020-11-06 01:30:17,2020-11-06 01:30:17,0,0,,-52,7,0,-13.21,34.26,0.3.43,372,900,0,0
2020-11-06 01:45:18,1273998,479,1157,4,4.86,3.92,4,4.8,4.86,11321,2949,,4.07,,2020-11-06 01:45:18,2020-11-06 01:45:18,0,0,,-52,8,0,-13.25,34.26,0.3.43,372,900,0,0
2020-11-06 02:00:21,1274073,479,1157,8,8.71,7.43,8,8.64,8.71,11321,2985,,4.07,,2020-11-06 02:00:21,2020-11-06 02:00:21,0,0,,-52,9,0,-13.29,34.24,0.3.43,372,900,0,0
2020-11-06 02:15:19,1274113,479,1157,6,6.77,5.18,6,6.66,6.77,11322,3051,,4.07,,2020-11-06 02:15:19,2020-11-06 02:15:19,0,0,,-52,10,0,-13.18,34.24,0.3.43,372,900,0,0
2020-11-06 02:30:18,1274163,479,1157,7,8.05,5.98,7,7.9,8.05,11321,2990,,4.07,,2020-11-06 02:30:18,2020-11-06 02:30:18,0,0,,-52,11,0,-13.25,34.24,0.3.43,372,900,0,0
2020-11-06 02:45:22,1274249,479,1157,6,7.78,4.01,6,7.49,7.78,11321,3025,,4.07,,2020-11-06 02:45:22,2020-11-06 02:45:22,0,0,,-53,12,0,-13.29,34.24,0.3.43,372,900,0,0
2020-11-06 02:45:24,1274268,479,1157,6,7.78,4.01,6,7.49,7.78,11321,3025,,4.07,,2020-11-06 02:45:24,2020-11-06 02:45:24,0,0,,-53,12,0,-13.29,34.24,0.3.43,372,900,0,0
2020-11-06 03:00:29,1274338,479,1157,6,6.42,5.28,6,6.35,6.42,11321,3041,,4.07,,2020-11-06 03:00:29,2020-11-06 03:00:29,0,0,,-52,13,0,-13.29,34.22,0.3.43,372,900,0,0
2020-11-06 03:00:30,1274346,479,1157,6,6.42,5.28,6,6.35,6.42,11321,3041,,4.07,,2020-11-06 03:00:30,2020-11-06 03:00:30,0,0,,-52,13,0,-13.29,34.22,0.3.43,372,900,0,0
2020-11-06 03:00:33,1274377,479,1157,6,6.42,5.28,6,6.35,6.42,11321,3041,,4.07,,2020-11-06 03:00:33,2020-11-06 03:00:33,0,0,,-52,13,0,-13.29,34.22,0.3.43,372,900,0,0
2020-11-06 03:15:22,1274500,479,1157,3,3.7800000000000002,3.17,3,3.75,3.7800000000000002,11321,3550,,4.07,,2020-11-06 03:15:22,2020-11-06 03:15:22,0,0,,-52,14,0,-13.29,34.2,0.3.43,372,900,0,0
2020-11-06 03:30:22,1274565,479,1157,2,2.66,2.06,2,2.62,2.66,11321,2962,,4.07,,2020-11-06 03:30:22,2020-11-06 03:30:22,0,0,,-52,15,0,-13.29,34.2,0.3.43,372,900,0,0
2020-11-06 03:45:20,1274620,479,1157,8,13.35,3.9,8,12.59,13.35,11321,3019,,4.06,,2020-11-06 03:45:20,2020-11-06 03:45:20,0,0,,-52,16,0,-13.25,34.24,0.3.43,372,900,0,0
2020-11-06 04:00:19,1274672,479,1157,7,7.09,6.71,7,7.09,7.09,11322,3059,,4.07,,2020-11-06 04:00:19,2020-11-06 04:00:19,0,0,,-52,17,0,-13.29,34.22,0.3.43,372,900,0,0
2020-11-06 04:15:22,1274736,479,1157,5,5.57,4.11,5,5.47,5.57,11321,3238,,4.06,,2020-11-06 04:15:22,2020-11-06 04:15:22,0,0,,-53,18,0,-13.29,34.24,0.3.43,372,900,0,0
2020-11-06 04:15:24,1274759,479,1157,5,5.57,4.11,5,5.47,5.57,11321,3238,,4.06,,2020-11-06 04:15:24,2020-11-06 04:15:24,0,0,,-53,18,0,-13.29,34.24,0.3.43,372,900,0,0
2020-11-06 04:30:18,1274796,479,1157,8,9.76,7.03,8,9.57,9.76,11321,3002,,4.06,,2020-11-06 04:30:18,2020-11-06 04:30:18,0,0,,-52,19,0,-13.29,34.24,0.3.43,372,900,0,0
2020-11-06 04:45:20,1274874,479,1157,4,3.94,3.73,4,3.94,3.94,11322,3182,,4.06,,2020-11-06 04:45:20,2020-11-06 04:45:20,0,0,,-53,20,0,-13.32,34.2,0.3.43,372,900,0,0
2020-11-06 05:00:17,1274927,479,1157,5,5.21,4.93,5,5.21,5.21,11321,3047,,4.06,,2020-11-06 05:00:17,2020-11-06 05:00:17,0,0,,-53,21,0,-13.32,34.24,0.3.43,372,900,0,0
2020-11-06 05:15:23,1275026,479,1157,6,5.99,5.66,6,5.99,5.99,11321,3120,,4.06,,2020-11-06 05:15:23,2020-11-06 05:15:23,0,0,,-52,22,0,-13.36,34.2,0.3.43,372,900,0,0
2020-11-06 05:15:25,1275043,479,1157,6,5.99,5.66,6,5.99,5.99,11321,3120,,4.06,,2020-11-06 05:15:25,2020-11-06 05:15:25,0,0,,-53,22,0,-13.36,34.2,0.3.43,372,900,0,0
2020-11-06 05:30:21,1275090,479,1157,4,3.82,3.61,4,3.82,3.82,11322,3214,,4.06,,2020-11-06 05:30:21,2020-11-06 05:30:21,0,0,,-52,23,0,-13.46,34.1,0.3.43,372,900,0,0
2020-11-06 05:45:17,1275146,479,1157,3,3.7199999999999998,2.34,3,3.61,3.7199999999999998,11321,3055,,4.06,,2020-11-06 05:45:17,2020-11-06 05:45:17,0,0,,-52,24,0,-13.53,34.06,0.3.43,372,900,0,0
2020-11-06 06:00:20,1275239,479,1157,1,1.41,0.87,1,1.37,1.41,11321,3144,,4.06,,2020-11-06 06:00:20,2020-11-06 06:00:20,0,0,,-52,25,0,-13.57,34.02,0.3.43,372,900,0,0
2020-11-06 06:15:21,1275305,479,1157,1,1.04,0.99,1,1.04,1.04,11322,3287,,4.06,,2020-11-06 06:15:21,2020-11-06 06:15:21,0,0,,-53,26,0,-13.71,33.88,0.3.43,372,900,0,0
2020-11-06 06:30:17,1275358,479,1157,3,4.13,1.3900000000000001,3,3.91,4.13,11321,3074,,4.06,,2020-11-06 06:30:17,2020-11-06 06:30:17,0,0,,-53,27,0,-13.6,33.88,0.3.43,372,900,0,0
2020-11-06 06:45:21,1275436,479,1157,3,4.22,1.33,3,3.99,4.22,11321,3098,,4.06,,2020-11-06 06:45:21,2020-11-06 06:45:21,0,0,,-53,28,0,-13.67,33.72,0.3.43,372,900,0,0
2020-11-06 06:45:24,1275450,479,1157,3,4.22,1.33,3,3.99,4.22,11321,3098,,4.06,,2020-11-06 06:45:24,2020-11-06 06:45:24,0,0,,-52,28,0,-13.67,33.72,0.3.43,372,900,0,0
2020-11-06 07:00:18,1275518,479,1157,4,4.17,3.95,4,4.17,4.17,11322,3207,,4.06,,2020-11-06 07:00:18,2020-11-06 07:00:18,0,0,,-52,29,0,-13.53,33.6,0.3.43,372,900,0,0
2020-11-06 07:15:17,1275589,479,1157,2,3.05,1.3900000000000001,2,2.92,3.05,11321,3157,,4.05,,2020-11-06 07:15:17,2020-11-06 07:15:17,0,0,,-53,30,0,-13.81,33.45,0.3.43,372,900,0,0
2020-11-06 07:30:17,1275656,479,1157,1,0.88,0.83,1,0.88,0.88,11321,3061,,4.06,,2020-11-06 07:30:17,2020-11-06 07:30:17,0,0,,-53,31,0,-13.78,33.6,0.3.43,372,900,0,0
2020-11-06 07:45:17,1275735,479,1157,1,1.83,1.04,1,1.77,1.83,11322,3297,,4.06,,2020-11-06 07:45:17,2020-11-06 07:45:17,0,0,,-52,32,0,-13.78,33.58,0.3.43,372,900,0,0
2020-11-06 08:00:20,1275807,479,1157,1,1.11,1.04,1,1.11,1.11,11321,3224,,4.05,,2020-11-06 08:00:20,2020-11-06 08:00:20,0,0,,-53,33,0,-13.39,33.45,0.3.43,372,900,0,0
2020-11-06 08:15:19,1276140,479,1157,1,0.86,0.81,1,0.86,0.86,11321,3171,,4.06,,2020-11-06 08:15:19,2020-11-06 08:15:19,0,0,,-52,34,0,-13.25,33.23,0.3.43,372,900,0,0
2020-11-06 08:30:20,1276206,479,1157,2,2.64,0.59,2,2.48,2.64,11322,3142,,4.06,,2020-11-06 08:30:20,2020-11-06 08:30:20,0,0,,-52,35,0,-12.79,32.95,0.3.43,372,900,0,0
2020-11-06 08:45:23,1276314,479,1157,2,2.9,1.48,2,2.79,2.9,11321,3075,,4.06,,2020-11-06 08:45:23,2020-11-06 08:45:23,0,0,,-52,36,0,-12.76,32.69,0.3.43,372,900,0,0
2020-11-06 08:45:25,1276321,479,1157,2,2.9,1.48,2,2.79,2.9,11321,3075,,4.06,,2020-11-06 08:45:25,2020-11-06 08:45:25,0,0,,-52,36,0,-12.76,32.69,0.3.43,372,900,0,0
2020-11-06 09:00:26,1276374,479,1157,3,3.17,3.0,3,3.17,3.17,11321,3058,,4.06,,2020-11-06 09:00:26,2020-11-06 09:00:26,0,0,,-54,37,0,-12.05,32.33,0.3.43,372,900,0,0
2020-11-06 09:15:22,1276487,479,1157,4,4.01,3.79,4,4.01,4.01,11321,3217,,4.07,,2020-11-06 09:15:22,2020-11-06 09:15:22,0,0,,-52,38,0,-11.52,31.96,0.3.43,372,900,0,0
2020-11-06 09:30:23,1276544,479,1157,1,0.92,0.87,1,0.92,0.92,11322,3135,,4.08,,2020-11-06 09:30:23,2020-11-06 09:30:23,0,0,,-52,39,0,-11.21,31.42,0.3.43,372,900,0,0
2020-11-06 09:45:27,1276647,479,1157,3,3.95,1.29,3,3.73,3.95,11321,3012,,4.08,,2020-11-06 09:45:27,2020-11-06 09:45:27,0,0,,-53,0,0,-11.77,30.17,0.3.43,372,900,0,0
2020-11-06 10:00:19,1276670,479,1157,1,0.89,0.84,1,0.89,0.89,11322,2958,,4.09,,2020-11-06 10:00:19,2020-11-06 10:00:19,0,0,,-54,1,0,-10.39,30.31,0.3.43,372,900,0,0
2020-11-06 10:15:20,1276782,479,1157,1,1.5899999999999999,0.8,1,1.53,1.5899999999999999,11321,3132,,4.1,,2020-11-06 10:15:20,2020-11-06 10:15:20,0,0,,-52,2,0,-9.9,29.81,0.3.43,372,900,0,0
2020-11-06 10:30:22,1276853,479,1157,2,3.5300000000000002,1.46,2,3.37,3.5300000000000002,11321,3030,,4.1,,2020-11-06 10:30:22,2020-11-06 10:30:22,0,0,,-52,3,0,-9.65,29.28,0.3.43,372,900,0,0
2020-11-06 10:45:25,1276938,479,1157,1,0.9,0.85,1,0.9,0.9,11321,3011,,4.11,,2020-11-06 10:45:25,2020-11-06 10:45:25,0,0,,-50,4,0,-9.27,28.86,0.3.43,372,900,0,0
2020-11-06 11:00:24,1277003,479,1157,1,1.3599999999999999,0.8,1,1.31,1.3599999999999999,11321,3188,,4.11,,2020-11-06 11:00:24,2020-11-06 11:00:24,0,0,,-52,5,0,-8.88,28.38,0.3.43,372,900,0,0
2020-11-06 11:15:27,1277104,479,1157,3,4.04,1.4,3,3.83,4.04,11322,3088,,4.12,,2020-11-06 11:15:27,2020-11-06 11:15:27,0,0,,-52,6,0,-8.7,27.81,0.3.43,372,900,0,0
2020-11-06 11:30:25,1277172,479,1157,3,3.54,2.22,3,3.44,3.54,11321,3038,,4.12,,2020-11-06 11:30:25,2020-11-06 11:30:25,0,0,,-51,7,0,-8.53,27.43,0.3.43,372,900,0,0
2020-11-06 11:45:24,1277233,479,1157,1,1.73,0.74,1,1.6600000000000001,1.73,11321,3027,,4.12,,2020-11-06 11:45:24,2020-11-06 11:45:24,0,0,,-53,8,0,-8.74,27.35,0.3.43,372,900,0,0
2020-11-06 12:00:24,1277294,479,1157,2,2.45,2.31,2,2.45,2.45,11321,3210,,4.13,,2020-11-06 12:00:24,2020-11-06 12:00:24,0,0,,-50,9,0,-8.77,27.49,0.3.43,372,900,0,0
2020-11-06 12:15:27,1277381,479,1157,2,2.31,1.42,2,2.25,2.31,11321,3280,,4.13,,2020-11-06 12:15:27,2020-11-06 12:15:27,0,0,,-51,10,0,-8.46,27.15,0.3.43,372,900,0,0
2020-11-06 12:30:27,1277446,479,1157,3,4.59,2.08,3,4.39,4.59,11322,5157,,4.14,,2020-11-06 12:30:27,2020-11-06 12:30:27,0,0,,-51,11,0,-7.96,26.73,0.3.43,372,900,0,0
2020-11-06 12:45:27,1277513,479,1157,1,2.0,0.83,1,1.9100000000000001,2.0,11321,3038,,4.14,,2020-11-06 12:45:27,2020-11-06 12:45:27,0,0,,-51,12,0,-7.64,26.2,0.3.43,372,900,0,0
2020-11-06 13:00:27,1277576,479,1157,1,2.21,0.76,1,2.1,2.21,11321,3147,,4.15,,2020-11-06 13:00:27,2020-11-06 13:00:27,0,0,,-51,13,0,-7.26,25.8,0.3.43,372,900,0,0
2020-11-06 13:15:28,1277653,479,1157,1,0.91,0.86,1,0.91,0.91,11321,3024,,4.15,,2020-11-06 13:15:28,2020-11-06 13:15:28,0,0,,-53,14,0,-7.04,25.21,0.3.43,372,900,0,0
2020-11-06 13:30:29,1277726,479,1157,2,2.39,0.63,2,2.24,2.39,11321,3172,,4.16,,2020-11-06 13:30:29,2020-11-06 13:30:29,0,0,,-52,15,0,-6.73,24.89,0.3.43,372,900,0,0
2020-11-06 13:45:29,1277800,479,1157,2,2.96,0.55,2,2.76,2.96,11322,3047,,4.16,,2020-11-06 13:45:29,2020-11-06 13:45:29,0,0,,-52,16,0,-6.62,24.53,0.3.43,372,900,0,0
2020-11-06 14:00:29,1277874,479,1157,2,2.23,1.5699999999999998,2,2.18,2.23,11321,3327,,4.17,,2020-11-06 14:00:29,2020-11-06 14:00:29,0,0,,-52,17,0,-6.52,24.03,0.3.43,372,900,0,0
2020-11-06 14:15:30,1277958,479,1157,3,5.64,1.11,3,5.28,5.64,11321,3256,,4.18,,2020-11-06 14:15:30,2020-11-06 14:15:30,0,0,,-53,18,0,-6.3,23.66,0.3.43,372,900,0,0
2020-11-06 14:30:30,1278031,479,1157,2,3.04,0.61,2,2.84,3.04,11321,3053,,4.18,,2020-11-06 14:30:30,2020-11-06 14:30:30,0,0,,-52,19,0,-6.13,23.2,0.3.43,372,900,0,0
2020-11-06 14:45:31,1278102,479,1157,1,2.04,0.72,1,1.9300000000000002,2.04,11321,3025,,4.19,,2020-11-06 14:45:31,2020-11-06 14:45:31,0,0,,-52,20,0,-6.09,22.78,0.3.43,372,900,0,0
2020-11-06 15:00:30,1278175,479,1157,2,3.31,1.43,2,3.17,3.31,11321,3088,,4.2,,2020-11-06 15:00:30,2020-11-06 15:00:30,0,0,,-53,21,0,-6.27,22.66,0.3.43,372,900,0,0
2020-11-06 15:15:30,1278249,479,1157,2,3.1,0.58,2,2.89,3.1,11322,3233,,4.19,,2020-11-06 15:15:30,2020-11-06 15:15:30,0,0,,-53,22,0,-6.41,22.74,0.3.43,372,900,0,0
2020-11-06 15:30:30,1278321,479,1157,1,0.86,0.81,1,0.86,0.86,11321,3032,,4.19,,2020-11-06 15:30:30,2020-11-06 15:30:30,0,0,,-52,23,0,-6.62,22.68,0.3.43,372,900,0,0
2020-11-06 15:45:29,1278399,479,1157,2,2.64,0.65,2,2.48,2.64,11321,3129,,4.19,,2020-11-06 15:45:29,2020-11-06 15:45:29,0,0,,-52,24,0,-7.04,22.66,0.3.43,372,900,0,0
2020-11-06 16:00:27,1278475,479,1157,1,0.98,0.92,1,0.98,0.98,11321,3162,,4.18,,2020-11-06 16:00:27,2020-11-06 16:00:27,0,0,,-52,25,0,-7.64,23.26,0.3.43,372,900,0,0
2020-11-06 16:15:26,1278550,479,1157,2,3.9699999999999998,0.4,2,3.68,3.9699999999999998,11321,3258,,4.18,,2020-11-06 16:15:26,2020-11-06 16:15:26,0,0,,-52,26,0,-8.38,23.84,0.3.43,372,900,0,0
2020-11-06 16:30:24,1278617,479,1157,1,1.62,0.69,1,1.55,1.62,11322,3142,,4.18,,2020-11-06 16:30:24,2020-11-06 16:30:24,0,0,,-52,27,0,-9.09,24.53,0.3.43,372,900,0,0
2020-11-06 16:45:21,1278680,479,1157,3,3.67,1.38,3,3.49,3.67,11321,3124,,4.18,,2020-11-06 16:45:21,2020-11-06 16:45:21,0,0,,-52,28,0,-9.58,25.19,0.3.43,372,900,0,0
2020-11-06 17:00:21,1278757,479,1157,7,12.55,1.07,7,11.62,12.55,11321,3187,,4.17,,2020-11-06 17:00:21,2020-11-06 17:00:21,0,0,,-53,29,0,-10.11,25.76,0.3.43,372,900,0,0
